店铺名称,用户名,评论
众里寻她·千百度自助烤肉（温江店）,PyS167430422,菜品比较少，水果少，来就吃到了西瓜，葡萄，圣女果，哈密瓜，还有特别特别小的枣，最最重要的就是菜没有洗干净，圣女果上还有泥巴，希望下次能够改进一下吧，直接上图，不过服务挺好的。水果旁边放了蚊香，蚊香还正在燃着，燃着的气体都喷到了水果上，感觉吃着不太健康。不过环境挺好的。
众里寻她·千百度自助烤肉（温江店）,匿名用户,没到还不错，可以去试一试
众里寻她·千百度自助烤肉（温江店）,无情的情书ye,没拍图片，忠实粉丝
众里寻她·千百度自助烤肉（温江店）,短头发啦,去晚了，人很多，菜也没那么多了，生意很好，去过几次了
众里寻她·千百度自助烤肉（温江店）,自由自在CD,经济实惠，适合小范围聚餐，没有比较大的桌子
众里寻她·千百度自助烤肉（温江店）,匿名用户,五花肉太肥了，而且又厚又大，吃一两片就闷饭了，服务员态度不错，很好，稍微有一点热，可能人太多了，空调不怎么起作用，烤的魔芋很好吃😋
众里寻她·千百度自助烤肉（温江店）,丐帮总舵主88,环境可以，菜品不是很好。就看着环境可以，
众里寻她·千百度自助烤肉（温江店）,yyshero,可以吧，菜品很多，小吃也很多，环境也还不错，很多学生在那儿吃，性价比高～
众里寻她·千百度自助烤肉（温江店）,无情的情书ye,每周必须打卡的地方，强烈推荐，爱爱爱
众里寻她·千百度自助烤肉（温江店）,Egh507428308,还不错，可以去试试，我一个人去的，没吃太多 #肥牛肉# #五花肉# #寿司#
众里寻她·千百度自助烤肉（温江店）,曾小洁哦,菜品少就算了 里面肉都臭了问服务员还说海鲜就那样 烤熟了就没味道了 我也是呵呵呵 不会再去下一次 大家也千万不要去 身体健康才重要
众里寻她·千百度自助烤肉（温江店）,无情的情书ye,累积了好几次没有评论😂😂
众里寻她·千百度自助烤肉（温江店）,无情的情书ye,每周都去，服务特别热情
众里寻她·千百度自助烤肉（温江店）,无情的情书ye,是超级喜欢了
众里寻她·千百度自助烤肉（温江店）,rhM336022426,味道巴适，亲自来吃了才知道
众里寻她·千百度自助烤肉（温江店）,匿名用户,不错，菜都很新鲜，品种也多，不过我去的早，差不多8点去离开店的时候，才开始有人煎牛排，错过了，伤心。其他的都还不错，不过我要跟老板提意见啦，炒田螺，虾这些菜你都摆上来自助，为什么没有一次性手套，吃的手满是油，最老火的是厕所的水龙头坏了，我拿撒子洗手，只能用纸擦完将就就吧。环境，菜品，服务都满意，望改进。
